,tweet
3940,B train service was held for about 10 minutes because of a passenger who was in need of medical assistance. Regular service has resumed.
3941,Thanks for the additional information. We will send an Orange Line official to meet this train.
3942,Hello. Thanks for letting us know. Can you identify a car number (01---) so we can remove this?
3943,Service is proceeding with residual delays.
3944,Green Line B trains delayed about 15 minutes due to a medical emergency near BU East. Please use Route 57 for alternate service.
3945,"Good afternoon, Kyle. Trains have been departing Ashmont every 12-14 minutes this afternoon. One has just left Ashmont on a northbound trip."
3946,#MBTA #GreenLine D Branch Update: Regularly scheduled service has resumed.
3947,#MBTA #GreenLine D Branch: Delays of up to 15 minutes westbound due to a person needing medical assistance at Brookline Village.
3948,"The bus you are on departed seven minutes late. The previous trip looks like it departed on time at 10:28 AM. If you have the time, you can pass on your comments/concerns about SL2 frequency to our Planning & Scheduling Team. They can be reached here: https://bit.ly/2jn1J5A"
3949,Hello. We see SL2 bus #1294 departed South Station at 10:50 AM. Were you able to board?
3950,Understood. We will pass this on to Bus Supervisors to look into.
3951,Good Morning Kenji. Can you tell us the number of the Route 92 bus that you saw?
3952,Good Morning Ashley. We will pass this on to Transit Police and Red Line Supervisors to address. How many construction vehicles are in those spots?
3953,Good Morning. Can you tell us more about the what the operator did?
3954,Good Morning Benjamin. Our Countdown Team is aware of the issue and are working on it at this time.
3955,#MBTA #BlueLine Update: Regularly scheduled service has resumed.
3956,Hello Josh. The train at Airport was crossed back for eastbound service due to westbound service holding at Aquarium.
3957,#MBTA #GreenLine - D Branch Reminder: Shuttle buses replace train service between Kenmore and Reservoir from the start to the end of service this weekend February 1-2. Allow for extra travel time. More: http://mbta.com/GLDwork
3958,#MBTA #BlueLine Update: Delays of up to 10 minutes due to an earlier ill passenger.
3959,#MBTA #BlueLine Update: Delays of up to 15 minutes due to a person on a train requiring medical attention at Aquarium. Medical personnel are on scene.
3960,#MBTA #BlueLine Update: Delays of up to 10 minutes due to a person on a train requiring medical attention at Aquarium.
3961,#MBTA #BlueLine: Delays of up to 10 minutes westbound due to a person on a train requiring medical attention at Aquarium.
3962,Good Morning and thanks for reaching out. We will pass this on to Red Line Supervisors to address.
3963,Hello there. Can you give some more details like your location and direction of travel and what car on the train that this individual was in? Thank you.
3964,Hi Maggie - thanks for letting us know about this. We will send it to our maintenance team.
3965,"Good evening, Paula. We like hearing stories like this! Thanks for taking the time to share your kind words about our Operator. We'll make sure this message is passed along to him."
3966,"Good evening, Ari. Thanks for sending this over to us. We will pass this along to Orange Line personnel."
3967,Thanks for the additional information. We have forwarded this thread to bus supervisors.
3968,"Good evening, Donna. Sorry about this. Can you please let us know where on the platform this bench is located? Thank you."
3969,Hello Mark. Did this happen at the time of the tweet? Can you please let us know where this occurred? Thank you.
3970,Blue Line service is resuming with residual delays after an earlier signal problem was resolved.
3971,We have a fare technician responding to this fare gate to fix it.
3972,Blue Line trains delayed about 15 minutes because of a signal problem near Orient Heights eastbound. Some trains may stand at a stations.
3973,Good evening. We are very sorry to hear about this. Supervisory staff is aware of this and they are working to correct the situation. We will also send your message to our department that handles accessibility.
3974,"Good evening, Steve. We're glad to hear you enjoyed your trip on our new streetcar."
3975,Hi Jamie - sorry about this. Thanks for letting us know. We have notified Green Line officials.
3976,"Good evening, Cody. This bus left Forest Hills at its scheduled departure time."
3977,Hello Kevin. Can you identify the car number (014--) that you are on? Thanks.
3978,Thank you for the additional information.
3979,"Good evening, Max. Can you please let us know which fare gate is open? Thank you."
3980,Good afternoon - Red Line service is not affected.
3981,Hello Erwin - sorry to hear about this. Can you please provide a little more information about what happened? Thank you.
3982,Hi Megan - sorry about to hear this. Can you please let us know where you heard this so we can forward it to our track maintenance team? Thanks!
3983,Good Morning Ari. Red Line Supervisors have been notified and will have the car checked.
3984,Thanks for the additional information. We will pass this on to Bus Supervisors to investigate. Is there anything else you would like to share about this?
3985,Good Morning. @MBTA_CR train 104 became disabled with an electrical problem and had to be assisted by another train. The cause is being looked into at this time.
3986,Hello and thanks for reaching out. Can you tell us the stop where this happened and what the operator said?
3987,Hello Joel and thanks for reaching out. Can you tell us where on North Washington St you saw this?
3988,Hello Mary. We don't have any train issues this morning. Can you give us the number of the car you're on?
3989,Hello Benjamin and thanks for reaching out. We will pass this on to Green Line Supervisors to address.
3990,Hello and thanks for reaching out. We will pass this on to Supervisors and Station Maintenance to address.
